Zeit t / s;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s
;0;442;38,3148082711175;
;0;443;38,4011937614822;
;0;444;38,4875792518469;
;0;445;38,5739647422116;
;0;446;38,6603502325763;
;0;447;38,746735722941;
;0;448;38,8331212133057;
;0;449;38,9195067036704;
;0;450;39,0058921940351;
;0;451;39,0922776843998;
;1;452;39,1786631747645;
;0;453;39,2650486651292;
;0;454;39,3514341554939;
;0;455;39,4378196458586;
;0;456;39,5242051362233;
;0;457;39,610590626588;
;0;458;39,6969761169527;
;0;459;39,7833616073174;
;0;460;39,8697470976821;
;0;461;39,9561325880467;
;0;462;40,0425180784114;
;0;463;40,1289035687761;
;0;464;40,2152890591408;
;0;465;40,3016745495055;
;0;466;40,3880600398702;
;0;467;40,4744455302349;
;0;468;40,5608310205996;
;0;469;40,6472165109643;
;0;470;40,733602001329;
;0;471;40,8199874916937;
;0;472;40,9063729820584;
;0;473;40,9927584724231;
;0;474;41,0791439627878;
;0;475;41,1655294531525;
;0;476;41,2519149435172;
;0;477;41,3383004338819;
;0;478;41,4246859242466;
;0;479;41,5110714146113;
;0;480;41,597456904976;
;0;481;41,6838423953407;
;0;482;41,7702278857054;
;0;483;41,85661337607;
;0;484;41,9429988664347;
;0;485;42,0293843567994;
;0;486;42,1157698471641;
;0;487;42,2021553375288;
;0;488;42,2885408278935;
;0;489;42,3749263182582;
;0;490;42,4613118086229;
;0;491;42,5476972989876;
;0;492;42,6340827893523;
;0;493;42,720468279717;
;0;494;42,8068537700817;
;0;495;42,8932392604464;
;0;496;42,9796247508111;
;0;497;43,0660102411758;
;1;498;43,1523957315405;
;0;499;43,2387812219052;
;0;500;43,3251667122699;
;0;501;43,4115522026346;
;0;502;43,4979376929993;
;1;503;43,584323183364;
;0;504;43,6707086737286;
;0;505;43,7570941640933;
;0;506;43,843479654458;
;0;507;43,9298651448227;
;0;508;44,0162506351874;
;0;509;44,1026361255521;
;0;510;44,1890216159168;
;22;511;44,2754071062815;
