wert,wert,wert,wert
s,t,U,I
612,73.59328418,0.222,-0.024367854
613,73.7137235,0.224,-0.024363801
614,73.83417592,0.226,-0.024340183
615,73.95461274,0.228,-0.02433376
616,74.0750713,0.23,-0.024325579
617,74.1955022,0.232,-0.024330765
618,74.31596686,0.234,-0.024334297
619,74.43639922,0.236,-0.024326295
620,74.55683776,0.238,-0.024311826
621,74.67730262,0.24,-0.024319932
622,74.79774724,0.242,-0.024319798
623,74.918198,0.244,-0.024333596
624,75.038637,0.246,-0.02434504
625,75.1590888,0.248,-0.024345428
626,75.27951488,0.25,-0.024342477
627,75.39998138,0.252,-0.024355501
628,75.52041282,0.254,-0.024327472
629,75.64086046,0.256,-0.024322003
630,75.76130514,0.258,-0.024334386
631,75.88177018,0.26,-0.024327204
632,76.00221804,0.262,-0.024334088
633,76.12264892,0.264,-0.024332419
634,76.24311492,0.266,-0.024325788
635,76.3635591,0.268,-0.024310589
636,76.48400318,0.27,-0.024302334
637,76.60444148,0.272,-0.024291068
638,76.72490162,0.274,-0.024287045
639,76.84532484,0.276,-0.024284586
640,76.9657732,0.278,-0.024271578
641,77.08620768,0.28,-0.024275869
642,77.20666676,0.282,-0.024255767
643,77.32711416,0.284,-0.024246812
644,77.44757026,0.286,-0.024233073
645,77.5680092,0.288,-0.024243146
646,77.688443,0.29,-0.024263114
647,77.80889022,0.292,-0.024281964
648,77.92933644,0.294,-0.024256781
649,78.04977794,0.296,-0.024220735
650,78.17021308,0.298,-0.024198666
651,78.29065874,0.3,-0.024188548
652,78.41110116,0.302,-0.024206176
653,78.53154498,0.304,-0.024203256
654,78.65197276,0.306,-0.024212152
655,78.77242158,0.308,-0.024225384
656,78.89286606,0.31,-0.024246901
657,79.0133249,0.312,-0.024223983
658,79.13375576,0.314,-0.024228156
659,79.2542128,0.316,-0.024206564
660,79.37466528,0.318,-0.024187639
661,79.49509574,0.32,-0.024187297
662,79.6155517,0.322,-0.024196133
663,79.73598728,0.324,-0.024179175
664,79.85643496,0.326,-0.02417922
665,79.97688616,0.328,-0.024171382
666,80.09733856,0.33,-0.024146944
667,80.21776952,0.332,-0.024151072
668,80.33822142,0.334,-0.024137869
669,80.45865604,0.336,-0.024122879
670,80.57911604,0.338,-0.024116322
671,80.69954052,0.34,-0.024117157
672,80.81999168,0.342,-0.024096355
673,80.94042614,0.344,-0.02408728
674,81.06086382,0.346,-0.024050936
675,81.18132858,0.348,-0.024061099
676,81.3017652,0.35,-0.024052188
677,81.42221608,0.352,-0.024042517
678,81.54265168,0.354,-0.024028465
679,81.66310536,0.356,-0.024007723
680,81.7835461,0.358,-0.024015293
681,81.90400012,0.36,-0.02400741
682,82.02445676,0.362,-0.02399905
683,82.1449138,0.364,-0.023981065
684,82.2653515,0.366,-0.023988411
685,82.38579814,0.368,-0.023957998
686,82.50621758,0.37,-0.023947522
687,82.626652,0.372,-0.023915306
688,82.7471119,0.374,-0.023884937
689,82.86755306,0.376,-0.023862079
690,82.98801384,0.378,-0.023834452
691,83.10845096,0.38,-0.023800164
692,83.2289091,0.382,-0.023791105
693,83.3493512,0.384,-0.023795456
694,83.46980144,0.386,-0.023770824
695,83.59024114,0.388,-0.023742169
696,83.71068712,0.39,-0.023735553
697,83.8311205,0.392,-0.023738548
698,83.95157944,0.394,-0.023711994
699,84.0720171,0.396,-0.023691744
700,84.19248038,0.398,-0.023670673
701,84.3129164,0.4,-0.023658782
702,84.43336286,0.402,-0.023635983
703,84.5538183,0.404,-0.023633942
704,84.67424536,0.406,-0.023615599
705,84.79469144,0.408,-0.023578674
706,84.91513486,0.41,-0.023534656
