Zeit t / s;Spannung U_B1 / V;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s;Relais R_1;Spannung U_A / V;Spannungsquelle S_1
26,5;0;85;265;14,707374261421;240,874358380641;0;1,1640625;1
26,6;0;90;266;14,7630739299611;240,874358380641;0;1,1640625;1
26,699;0;91;267;14,8187735985012;240,874358380641;0;1,1640625;1
26,8;0;97;268;14,8744732670414;240,874358380641;0;1,1640625;1
26,9;0;130;269;14,9301729355815;240,874358380641;0;1,1640625;1
27,001;0;112;270;14,9858726041216;240,874358380641;0;1,1640625;1
27,1;0;106;271;15,0415722726618;240,874358380641;0;1,1640625;1
27,2;0;95;272;15,0972719412019;240,874358380641;0;1,1640625;1
27,299;0;134;273;15,152971609742;240,874358380641;0;1,1640625;1
27,4;0;120;274;15,2086712782822;192,882842961185;0;1,1640625;1
27,5;0;119;275;15,2643709468223;192,882842961185;0;1,1640625;1
27,601;0;120;276;15,3200706153624;192,882842961185;0;1,1640625;1
27,7;0;123;277;15,3757702839026;192,882842961185;0;1,1640625;1
27,8;0;128;278;15,4314699524427;192,882842961185;0;1,1640625;1
27,9;0;133;279;15,4871696209829;192,882842961185;0;1,1640625;1
28;0;136;280;15,542869289523;192,882842961185;0;1,1640625;1
28,101;0;128;281;15,5985689580631;192,882842961185;0;1,1640625;1
28,201;0;137;282;15,6542686266033;192,882842961185;0;1,1640625;1
28,3;0;152;283;15,7099682951434;192,882842961185;0;1,1640625;1
28,4;0;164;284;15,7656679636835;226,017810203444;0;1,1640625;1
28,501;0;147;285;15,8213676322237;226,017810203444;0;1,1640625;1
28,601;0;150;286;15,8770673007638;226,017810203444;0;1,1640625;1
28,7;0;165;287;15,9327669693039;226,017810203444;0;1,1640625;1
28,8;0;143;288;15,9884666378441;226,017810203444;0;1,1640625;1
28,9;0;162;289;16,0441663063842;226,017810203444;0;1,1640625;1
29;0;149;290;16,0998659749243;226,017810203444;0;1,1640625;1
29,1;0;184;291;16,1555656434645;226,017810203444;0;1,1640625;1
29,201;0;201;292;16,2112653120046;226,017810203444;0;1,1640625;1
29,3;0;188;293;16,2669649805447;226,017810203444;0;1,1640625;1
29,399;0;180;294;16,3226646490849;207,343319067712;0;1,1640625;1
29,499;0;189;295;16,378364317625;207,343319067712;0;1,1640625;1
29,599;0;216;296;16,4340639861652;207,343319067712;0;1,1640625;1
29,7;0;225;297;16,4897636547053;207,343319067712;0;1,1640625;1
29,8;0;219;298;16,5454633232454;207,343319067712;0;1,1640625;1
29,9;0;207;299;16,6011629917856;207,343319067712;0;1,1640625;1
30,001;0;211;300;16,6568626603257;207,343319067712;0;1,1640625;1
30,1;0;209;301;16,7125623288658;207,343319067712;0;1,1640625;1
30,201;0;235;302;16,768261997406;207,343319067712;0;1,1640625;1
30,3;0;246;303;16,8239616659461;205,258113742286;0;1,1640625;1
30,4;0;270;304;16,8796613344862;205,258113742286;0;1,1640625;1
30,5;0;295;305;16,9353610030264;205,258113742286;0;1,1640625;1
30,6;0;391;306;16,9910606715665;205,258113742286;0;1,1640625;1
30,7;0;463;307;17,0467603401066;205,258113742286;0;1,1640625;1
30,8;0;627;308;17,1024600086468;205,258113742286;0;1,1640625;1
30,9;0;864;309;17,1581596771869;205,258113742286;0;1,1640625;1
31;0;1118;310;17,2138593457271;205,258113742286;0;1,1640625;1
31,101;0;1563;311;17,2695590142672;205,258113742286;0;1,1640625;1
31,2;0;1716;312;17,3252586828073;205,258113742286;0;1,1640625;1
31,3;0;2079;313;17,3809583513475;189,047299634369;0;1,1640625;1
31,4;0;2104;314;17,4366580198876;189,047299634369;0;1,1640625;1
31,5;0;2123;315;17,4923576884277;189,047299634369;0;1,1640625;1
31,601;0;2002;316;17,5480573569679;189,047299634369;0;1,1640625;1
31,7;0;1693;317;17,603757025508;189,047299634369;0;1,1640625;1
31,8;0;1428;318;17,6594566940481;189,047299634369;0;1,1640625;1
31,9;0;1119;319;17,7151563625883;189,047299634369;0;1,1640625;1
32;0;838;320;17,7708560311284;189,047299634369;0;1,1640625;1
32,1;0;652;321;17,8265556996685;189,047299634369;0;1,1640625;1
32,2;0;422;322;17,8822553682087;219,941202385229;0;1,1640625;1
32,3;0;331;323;17,9379550367488;219,941202385229;0;1,1640625;1
32,401;0;242;324;17,9936547052889;219,941202385229;0;1,1640625;1
32,5;0;170;325;18,0493543738291;219,941202385229;0;1,1640625;1
32,601;0;122;326;18,1050540423692;219,941202385229;0;1,1640625;1
32,7;0;115;327;18,1607537109094;219,941202385229;0;1,1640625;1
32,8;0;77;328;18,2164533794495;219,941202385229;0;1,1640625;1
32,901;0;70;329;18,2721530479896;219,941202385229;0;1,1640625;1
33,001;0;53;330;18,3278527165298;219,941202385229;0;1,1640625;1
33,101;0;49;331;18,3835523850699;206,425492882482;0;1,1640625;1
33,2;0;57;332;18,43925205361;206,425492882482;0;1,1640625;1
33,3;0;55;333;18,4949517221502;206,425492882482;0;1,1640625;1
33,401;0;41;334;18,5506513906903;206,425492882482;0;1,1640625;1
33,5;0;43;335;18,6063510592304;206,425492882482;0;1,1640625;1
33,6;0;50;336;18,6620507277706;206,425492882482;0;1,1640625;1
33,701;0;47;337;18,7177503963107;206,425492882482;0;1,1640625;1
33,8;0;52;338;18,7734500648508;206,425492882482;0;1,1640625;1
33,901;0;57;339;18,829149733391;206,425492882482;0;1,1640625;1
34;0;65;340;18,8848494019311;206,425492882482;0;1,1640625;1
34,1;0;41;341;18,9405490704712;207,129994784727;0;1,1640625;1
